,Unnamed: 0,season,episode_number,episode_title,quote,author
38765,52179,9,14,The Blind Dates,"Oh. Huh. You know, it is weird that Phoebe would set me up on a date that was awful on the same night that Joey set you up on a date that didn`t even show.",Rachel
45124,59885,10,17,"The Last One, Part I & II","Alright, you know what? You`re right. I should at least tell her how I feel.",Ross
1687,2085,1,9,Underdog Gets Away,"Oh, you must stop shooping.",Chandler
23022,33033,6,13,Rachel`s Sister,Apartment pants?,Rachel
23084,33118,6,13,Rachel`s Sister,"Yeah but, you dont, you dont, you dont want to try to much too fast. Yknow? I mean, you do remember what happened to the little girl that tried to much too fast dont you?",Rachel
1159,1406,1,6,The Butt,...I`m his (mumbles),Joey
16089,25091,5,6,The Yeti,You guys! You guys!,Rachel
24434,34680,6,19,Joey`s Fridge,Are you funny?,Chandler
12102,20382,4,10,The Girl From Poughkeepsie,"Yknow, you should never be allowed to talk to people!",Rachel
38782,52199,9,15,The Mugging,"Actually, it pays nothing. It`s an internship.",Chandler
8877,16313,3,19,The Tiny T-Shirt,"I dont think this town is big enough for both of us to relax in. (He blows on his hand) Draw!! (He quickly pulls the lever to raise the foot rest, like a gunfighter in a Western.)",Chandler
27490,38264,7,8,Chandler Doesn`t Like Dogs,"(walks to Phoebe`s door) Phoebe! Phoebe, open up!",Monica
22717,32685,6,11,The Apothecary Table,I cannot believe you broke up with her just like that.,Monica
905,1099,1,5,The East German Laundry Detergent,"Yes, I do have a laundry room in my building, um, but there`s a.... rat problem. Apparently they`re attracted to the dryer sheets, and they`re goin` in fine, but they`re comin` out all.... fluffy. Anyway, say, sevenish?",Ross
28867,39913,7,14,They All Turn Thirty,Oh! (Phoebe walks away smiling.),Phoebe
38949,52411,9,15,The Mugging,"No, it wasn`t.",Ross
18820,28296,5,19,Ross Can`t Flirt,"Oh, umm, okay, yeah, I`ll be, yeah I`ll be right back. (Goes to her room.)",Rachel
14180,22956,4,20,The Wedding Dresses,Im changing out of this.,Monica
26780,37447,7,5,The Engagement Picture,Why? Is he? He is! Isnt he? Hes dating that slut in marketing!,Rachel
20785,30494,6,3,Ross`s Denial,Which is why Asteroids is perfect! Its the oldest game!,Chandler
41073,54992,9,23,In Barbados,I`m sorry... we... we can`t.,Ross
30883,42292,7,23,Chandler And Monica`s Wedding,Ill do it.,Rachel
4176,5438,1,22,The Ick Factor,"Joey, get out of the fridge.",Ross
19178,28712,5,20,The Ride Along,"I know it sounds crazy, but Chandler this is (Goes and picks up the sandwich) the greatest sandwich in the world!",Joey
1499,1836,1,8,Nana Dies Twice,"No, nono, don`t- don`t worry about it. Believe me, apparently other people have made the same mistake.",Chandler
11229,19340,4,6,The Dirty Girl,I don`t know. Soap?,Ross
20489,30181,6,1,Vegas,Pheebs?,Rachel
31061,42504,7,23,Chandler And Monica`s Wedding,"How can that be?! Oh wait! Wait! Are you, are you serious?!",Monica
1700,2098,1,9,Underdog Gets Away,"(stirring pot) Ok, all done.",Phoebe
45045,59784,10,17,"The Last One, Part I & II",Hey.,Rachel
31502,43149,8,2,The Red Sweater,Ross has never checked out of a room a minute before he had to.,Monica
30804,42182,7,23,Chandler And Monica`s Wedding,Hey! Those are all the things Im responsible for!,Rachel
6347,13190,3,7,The Race Car Bed,"Ross, tonight was about the two of you getting along. (Ross groans and rubs his neck) Oh, would you just see my chiropractor, already.",Rachel
24749,35035,6,20,Mac And C.H.E.E.S.E.,"I thought you were excellent! In fact for a minute there I was like, `Ooh, whered Ross go?`",Phoebe
8511,15809,3,17,The Ski Trip,Hi!,Phoebe
34364,46509,8,14,The Secret Closet,Well yeah!,Ross
27869,38712,7,10,The Huliday Armadillo,Hey. (He exits),Joey
38296,51622,9,10,Christmas In Tulsa,"(laughs) Y`know what? I-I don`t want a big, fancy wedding.",Monica
41286,55232,10,1,Joey and Rachel Kiss,Yeah!,Ross
27386,38146,7,7,Ross`s Library Book,"No! No. Dont do that, just next time make sure she really likes me.",Joey
25012,35380,6,22,Paul`s The Man,"Oh, wait yes, but I cant eat too much. Paul is taking me out to dinner tonight, he said he has a big surprise planned.",Rachel
13001,21463,4,14,Joey`s Dirty Day,Where I dont want to have a relationship ever! I just want to have sex with strippers and my friends!!,Chandler
17473,26729,5,13,Joey`s Bag,Good-bye muscles!!,Chandler
8006,15211,3,15,Ross And Rachel Take A Break,And thats the only colour that comes in.,Chandler
42320,56526,10,6,Ross`s Grant,"Absolutely! Yes, you say to him `I`m sorry Mike I can`t live without her, she means too much to me!`",Monica
18360,27741,5,17,Rachel`s Inadvertant Kiss,Let me try. (Gets up to join them.),Monica
20322,30004,6,1,Vegas,Sure! Whats up? (He grabs a plate and proceeds to load it with a huge pile of scrambled eggs. Chandler just stares at him and Joey reluctantly gives him a spoonful.),Joey
18415,27801,5,17,Rachel`s Inadvertant Kiss,"I bet that kiss isn`t looking like such a big mistake now, is it?",Joey
20366,30049,6,1,Vegas,I know I love you! (They hug.),Monica
1779,2186,1,9,Underdog Gets Away,"Oh, I will.",Joey
29888,41138,7,19,Ross And Monica`s Cousin,A no sex pact huh? I actually have one of those going on with every woman in America.,Ross
16196,25215,5,6,The Yeti,"Hey! Hey, look! Ugly Naked Guy`s back!",Ross
35241,47558,8,19,Joey`s Interview,Thanks.,Chandler
7329,14336,3,12,All The Jealousy,"Hmm? Oh, yeah. (he makes a growling sound)",Ross
8008,15215,3,15,Ross And Rachel Take A Break,"Yeah, little change in plans. Ahh, were gonna break-up instead.",Ross
30145,41443,7,20,Rachel`s Big Kiss,Some of them.,Rachel
27939,38797,7,10,The Huliday Armadillo,Thank you. (He gets up and puts on his jacket.) (Phoebe enters) Hey Pheebs!,Joey
33778,45913,8,12,Joey Dates Rachel,I knew it! I knew it. Come on tell me your moves.,Rachel
10308,18193,4,1,The Jellyfish,"You cant say that!! You-you dont know!! I mean I thought I was gonna pass out from the pain! Anyway I-I tried, but I-I couldnt...bend that way. So... (looks at Joey.)",Monica
37233,49935,9,4,The Sharks,ok,Phoebe
10424,18323,4,2,The Cat,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now hes-hes called me up and asked me out. And the fat girl inside of me really wants to go. I-I owe her this. I never let her eat.",Monica
23838,33986,6,15,"That Could Have Been, Part I & II",Because you shouldnt be with him. (Pause.) You should be with me.,Chandler
38500,51880,9,12,Phoebe`s Rats,"Yeah, ok. I guess you`re right. Allright, so we should just give them away. But to nice families, with children, and reduced fat wheat thins. They`re Bob`s favorites.",Phoebe
11675,19859,4,8,Chandler In A Box,And Rachel. (Chandler clears his voice loudly) And thats Chandler.,Monica
38222,51541,9,10,Christmas In Tulsa,"This is probably the wrong thing to be worrying about, but... you`re getting ham on my only tie.",Chandler
37733,50563,9,6,The Male Nanny,Wow! You blow my mind...,Joey
12718,21117,4,13,Rachel`s Crush,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, `Hey, how you doin?`",Joey
25417,35923,6,24,"The Proposal, Part I & II",Yeah.,Rachel
24663,34946,6,20,Mac And C.H.E.E.S.E.,So--You got in voluntarily?!,Chandler
4901,6357,2,2,The Breast Milk,I`m gonna do it. (He downs the juice in one swig again.),Joey
36410,48989,9,1,No One Proposes,"Yay! Its so exciting! Wow, you couldve done that with us there.",Phoebe
34106,46245,8,13,Chandler Takes A Bath,You think?,Joey
9235,16783,3,21,The Chick And The Duck,"(with a hurt expression on her face) Okay, but before you go, could you help me first?",Rachel
14986,23855,5,1,Ross Says Rachel,"Monica, what should I do?",Rachel
21939,31749,6,8,Ross`s Teeth,"Alright, I can make my peace with the clean dry towelsAlso what is with these chips you bought?",Joey
16866,26043,5,10,The Inappropriate Sister,"(grabbing a notepad and sitting down) All right, we`ll start off slow. The only thing you have to do tonight is come up with the name of your main character.",Ross
22355,32258,6,10,The Routine,"(Reading) Dear losers, do you really think Id hide presents under the couch? P.S. Chandler, I knew theyd break you.",Rachel
35189,47488,8,19,Joey`s Interview,"Three down knows Im married, whats three down doin?",Monica
32026,43728,8,4,The Videotape,"Yknow what? Yknow what? Rachel, just-just drop it.",Ross
45459,60268,10,17,"The Last One, Part I & II",This is it. Unless we`re on a break.,Ross
39031,52517,9,16,The Boob Job,You`re gonna do it?,Joey
5043,11646,3,1,The Princess Leia Fantasy,"Well, I`m crazy about her now. I think this could be the real thing. Capital `R`! Capital `T`! (Joey stares at him) Don`t worry, those are the right letters.",Chandler
35473,47830,8,20,The Baby Shower,This is the best game ever!!!,Chandler
25412,35916,6,24,"The Proposal, Part I & II","Oh, hi. (They shake hands.)",Phoebe
42606,56908,10,7,The Home Study,RAT BASTARD!,Chandler
15307,24203,5,2,All The Kissing,I`ll kick that door in if you give me a little sugar.,Joey
43697,58175,10,11,The Stripper Cries,"Oh well, You know, I think it`s kinda really important that I go somewhere where there`s sun, so I`m sort of... (Chandler leans in an kisses her) (She pulls away) Hey!",Rachel
7029,13981,3,10,Rachel Quits,"Oh, I wasnt even thinking about that.",Phoebe
23349,33438,6,14,Chandler Can`t Cry,"Let me finish, okay? She started kissing me and-and I didnt stop it. I guess I-I just wasnt thinking",Ross
2642,3290,1,14,The Candy Hearts,So...,Chandler
11405,19566,4,7,Chandler Crosses The Line,(with the altered voice) Thank you guys-guys-guys,Ross
29250,40400,7,16,The Truth About London,(entering) Hey!,Joey
15484,24400,5,3,Hundredth,"(interrupting) Uh-huh, me too. Ross, maybe I should`ve specified that I`d be needing a grown up doctor.",Phoebe
13637,22300,4,18,Rachel`s New Dress,"Oh well, hey, Joeys loveable too! But the thing about Joey is, if you need him, hell be there.",Joey
35493,47858,8,20,The Baby Shower,"(to the camera) Hello, Im Joey Tribbiani! Lets play Bamboozled! Erin, you get the first question! In hockey, who is known as The Great One?",Joey
13630,22293,4,18,Rachel`s New Dress,Hey! Do we have a baby name yet?,Chandler
462,575,1,3,The Thumb,Alright.. okay. No. Give it to me.,Chandler
20213,29875,5,23,In Vegas,"Ross, don`t let her drink anymore! (Exits)",Joey
30043,41321,7,19,Ross And Monica`s Cousin,"(to a whole group) Now, these are-are more realistic, but perishable.",Monica
34223,46364,8,14,The Secret Closet,Whoa-hey-oh! Sorry!,Joey
42665,56989,10,7,The Home Study,"Yeah, that we totally understand. Dating is hard.",Monica
4289,5612,1,23,The Birth,Ok?,Rachel
10656,18623,4,3,The Cuffs,He cut off his ear.,Joey
26223,36838,7,2,Rachel`s Book,Hey.,Monica
15085,23969,5,1,Ross Says Rachel,"Felicity and I, were watching My Giant, and I was thinking, `Im never gonna be as good an actor as that giant.` Do you think Im just wasting my life with this acting thing?",Joey
26821,37499,7,5,The Engagement Picture,Aww! (Smiles.),Chandler
18862,28345,5,19,Ross Can`t Flirt,"Chandler, this actually bothers you?",Monica
27019,37735,7,6,The Nap Partners,Why does it matter so much to you?!,Rachel
12055,20329,4,10,The Girl From Poughkeepsie,Its still a tiny bit on fire there.,Joey
452,565,1,3,The Thumb,"`I just wanna go back to my cell. `Cause in my cell, I can smoke.`",Joey
23534,33635,6,15,"That Could Have Been, Part I & II","(laughs) Wow! Umm, yknow, I-I would really love to, but I-I shouldnt.",Rachel
14253,23030,4,20,The Wedding Dresses,"(muffled by the mouth guard) Dude! I am trying to sleep! (Shrugs to say, `Whats up with that?`)",Joey
4984,11587,3,1,The Princess Leia Fantasy,"Nooo, I had to return it to the costume place.",Ross
9657,17311,3,23,Ross`s Thing,"Well look, if I wanted to see a fireman, I would date one. Okay? (she drags him away)",Phoebe
329,375,1,2,The Sonogram At The End,She is so great! I miss her.,Phoebe
42065,56181,10,5,Rachel`s Sister Babysits,Always nice to meet a fan!,Joey
7086,14052,3,11,Chandler Can`t Remember Which Sister,I just saw Janice.,Chandler
30564,41881,7,22,Chandler`s Dad,Hey!,Ross
422,533,1,2,The Sonogram At The End,Okay!,Phoebe
21257,31013,6,5,Joey`s Porsche,You dont even have a car!,Chandler
7246,14232,3,11,Chandler Can`t Remember Which Sister,High collar and baggy pants say Im a pro.,Ross
18010,27332,5,15,The Girl Who Hits Joey,"Uhh, look Katie, uh listen, we-we need to talk. Okay? Umm, look I like you. I-I really do, I like you a lot. Okay? But sometimes when you, when you playfully punch me like that it-it feels like someone`s hitting me with a very tiny but very real bat.",Joey
16760,25928,5,9,Ross`s Sandwich,"Fine! Okay, all right, so Jane Eyre, first of all, you`d think she`s a woman, but she`s not. She`s a cyborg.",Phoebe
22290,32180,6,10,The Routine,"I dunno what it is, it just doesnt quite feel like Christmas to me.",Chandler
36777,49387,9,2,Emma Cries,What? Who says that?,Monica
28913,39970,7,15,Joey`s New Brain,"Okay. Yeah, I guess, I guess I could do that too.",Ross
17655,26954,5,13,Joey`s Bag,What?! Why? Joey you were so ready for it!,Rachel
14192,22968,4,20,The Wedding Dresses,Oh God.,Monica
24693,34979,6,20,Mac And C.H.E.E.S.E.,(mocking him) You fell asleep?!,Rachel
32839,44732,8,7,The Stain,All right then. (Follows her in and checks the place out.),Ross
41038,54949,9,23,In Barbados,"Monica, that was also true an hour ago! I mean, please, look at you! Your hand is blistered, you can barely stand, your hair is inexplicable! Ok, you`ve already proven you are just as good as he is, now we`ve missed our dinner reservations, so now let`s just go upstairs, order room service, take a shower and shave your head!",Chandler
38683,52086,9,14,The Blind Dates,What are you doing?,Monica
10198,18072,4,1,The Jellyfish,"Yeah, well, everybody does! Im a really cool person. And y`know you had 29 years to find that out, but you didnt even try! Y`know what, you walked out on me, and Im just, Im gonna do the same thing to you.",Phoebe
38019,51009,9,8,Rachel`s Other Sister,"Ooh, what happened?",Phoebe
15623,24593,5,4,Phoebe Hates PBS,Yeah. So?,Phoebe
11379,19525,4,7,Chandler Crosses The Line,"Well, thanks. I grow it myself. (Kathy is running her fingers through his hair, and Chandler catches himself enjoying it too much.) Yknow who also has great hair is Joey!",Chandler
27276,38003,7,7,Ross`s Library Book,Okay!,Phoebe
38964,52433,9,15,The Mugging,The cold weather hurts my hip!,Chandler
17706,27006,5,14,Everybody Finds Out,Joey! Come here! Come here!,Rachel
40282,53961,9,21,The Fertility Test,"Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make the right (and he bends his arm to the left. Ross then bends Joey`s arm to the right and Joey nods)",Joey
6270,13087,3,7,The Race Car Bed,"Well, its not a part, no. Im teaching acting for soap operas down at the Learning Extension.",Joey
15265,24156,5,2,All The Kissing,What happened?,Monica
11368,19507,4,7,Chandler Crosses The Line,Joey! Joey!!,Chandler
7819,14993,3,14,Phoebe`s Ex-Partner,"Great. It was great. Shes ah, shes great, great looking, great personality, shes greatness.",Chandler
32691,44546,8,7,The Stain,"Uh honey, I know you dont like to relinquish control",Chandler
8973,16436,3,20,The Dullhouse,"Oh-ho, liked what she saw, huh? Dug my action, did she? Checkin out the Chan-Chan man!",Chandler
3176,4245,1,18,All The Poker,"Oh, OK, so then what is it? Some kind of... you know, like, like... some kind of, y`know, like... alright, what is it?",Phoebe
33617,45727,8,11,Ross`s Step Forward,"Hey! You were a closed book! Okay? Im not a mind reader! Besides, I hate those conversations. Im horrible at them. Really! Maybe-maybe I need kind of a gesture. Yknow, something that says were moving forward without having to talk about it.",Ross
35797,48230,8,22,Rachel Is Late,Definitely not invisible.,Joey
2343,2895,1,12,The Dozen Lasagnas,...like a...,Phoebe
20327,30009,6,1,Vegas,What?!,Chandler
4430,5801,1,24,Rachel Finds Out,"Oh, no, no, no. Presents first. Food later. (walks into living room)",Rachel
40367,54067,9,21,The Fertility Test,Hey!,Joey
21544,31323,6,6,On The Last Night,"Listen Rachel, I feel really bad aboutWhat are you doing? (She sees that Rachel is unpacking.)",Monica
36298,48860,8,23,Rachel Has A Baby,"Wow! Umm, okay uheveryonethisis Isabella. (Rachel starts crying.) What?",Ross
23728,33863,6,15,"That Could Have Been, Part I & II","Thats ridiculous! Im not a `Star,` just a regular famous actor.",Joey
9748,17435,3,23,Ross`s Thing,We?! We angered it?!,Ross
35928,48369,8,22,Rachel Is Late,"I dont know, five hundred dollars?",Chandler
25556,36101,6,24,"The Proposal, Part I & II",Glove salesman!,Joey
25438,35959,6,24,"The Proposal, Part I & II",Joey! Sit down! (Pulls him down.),Rachel
26568,37191,7,4,Rachel`s Assistant,"Okay, well this is all very impressive Hilda, um I just have one last question for you. Uh, how did I do? Was this okay?",Rachel
30476,41792,7,21,The Vows,"I can not believe he would do that to MonWhoa! (She stops suddenly and slowly turns to point at Joey. Joey is avoiding her eyes.) Joey, do they know that we know?",Rachel
29663,40881,7,17,The Cheap Wedding Dress,"Yknow its funny I started it but, now its scary me. So could you come out here please?",Chandler
28667,39667,7,13,Rosita Dies,"Oh. Well umm, okay heres a weird thing. My mother was also a supply manager.",Phoebe
40437,54156,9,22,The Donor,"Oh... you`re not gonna do a magic trick, are ya?",Rachel
14319,23104,4,21,The Invitation,You had no right to tell me you ever had feelings for me.,Ross
32385,44137,8,5,Rachel`s Date,And just wait for Rachel to come back from her date?,Joey
35205,47506,8,19,Joey`s Interview,"(laughs) Actually, I didnt know the magazine was paying for it. Wouldnt have mattered, Im doing this for the fans, not for the free food.",Joey
38717,52129,9,14,The Blind Dates,No.,Rachel
29507,40704,7,17,The Cheap Wedding Dress,Got it! (He picks up a lamp.) So,Joey
34949,47169,8,17,The Tea Leaves,All right. (Gets up and walks out.),Phoebe
40611,54380,9,22,The Donor,How do you feel about that?,Chandler
78,82,1,1,Monica Gets A Roommate,"Rach, wait, I can cancel...",Monica
35087,47349,8,18,In Massapequa,Were you guys making fun of Parker?,Phoebe
25383,35884,6,24,"The Proposal, Part I & II","Ross let me ask you a question. All jokes aside, where is this relationship going?",Monica
22824,32797,6,12,The Joke,"Ya, you know, Rachel  shell do whatever you want. Yknow, you can just walk all over her.",Phoebe
1121,1364,1,6,The Butt,"Good for you, Joey.",Monica
44756,59464,10,16,Rachel`s Going Away Party,"Shoot. Oh, I can`t believe I did this!",Rachel
18099,27440,5,15,The Girl Who Hits Joey,"Ohhhh, I cannot look at it! (She doesn`t move.)",Rachel
15468,24379,5,3,Hundredth,"Umm, sympathy pains. I thought it was really sweet at first, but now I think he`s just trying to steal my thunder.",Phoebe
10646,18612,4,3,The Cuffs,You got it! Here we go! Come on! This is great! (Rachel goes over and unlocks the handcuffs) Ahhh! (He starts rubbing his wrist),Chandler
2559,3195,1,13,The Boobies,"Yeah, I guess. It`s just parents, after a certain point, you gotta let go. Even if you know better, you`ve gotta let them make their own mistakes.",Joey
28370,39288,7,12,They`re Up All Night,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,Rachel
23277,33348,6,14,Chandler Can`t Cry,(sitting at the kitchen table with his back to the TV) You sick bastards!,Joey
41483,55486,10,2,Ross Is Fine,"I`m fine! Hey, I`m great! I`m just.. I`m just proud of us. There`s no weirdness, no tension.",Ross
30657,41983,7,22,Chandler`s Dad,Thats weird!,Joey
15686,24675,5,4,Phoebe Hates PBS,Yes!,Chandler
44441,59055,10,14,Princess Consuela,Welcome back!,Phoebe
20820,30529,6,3,Ross`s Denial,What?!,Rachel
3238,4312,1,18,All The Poker,Please! I am not as bad as Ross.,Monica
16621,25764,5,8,The Thanksgiving Flashbacks,"Look, Monica",Chandler
25382,35883,6,24,"The Proposal, Part I & II","Im sorry, its just one of my last nights together before she leaves for campto be a counselor!",Ross
8079,15321,3,16,The Morning After,Is that Mark?,Ross
7838,15012,3,14,Phoebe`s Ex-Partner,"Y`know if what I do is so lame, then why did you insist on coming with me this morning? Huh? Was it so I just wouldnt go with Mark?",Rachel
417,528,1,2,The Sonogram At The End,Well? Isn`t that amazing?,Ross
27243,37964,7,7,Ross`s Library Book,She sent the chicken back again?!,Monica
11317,19453,4,7,Chandler Crosses The Line,That would be Casey. Were going out tonight.,Joey
43291,57697,10,10,Chandler Gets Caught,"We don’t. Not until it`s a hundred percent. I mean, why upset everybody over nothing.",Chandler
7150,14131,3,11,Chandler Can`t Remember Which Sister,"Well, I have ah, vodka and cranberry juice.",Phoebe
44025,58570,10,13,Joey Speaks French,Hi,Phoebe
15761,24757,5,4,Phoebe Hates PBS,(entering) Hi! Are you ready? We`re gonna be late!,Rachel
32021,43723,8,4,The Videotape,I was sending you signals?,Rachel
26432,37048,7,3,Phoebe`s Cookies,Well it hit me anyway! And it wouldve hurt a lot less if I had finished that last beer.,Joey
42520,56792,10,7,The Home Study,It isn`t mine!,Monica
29000,40076,7,15,Joey`s New Brain,Nooo!!,Monica
33362,45386,8,10,Monica`s Boots,"Well actually, Im picking Ben up tomorrow, maybe hell be there.",Ross
17834,27137,5,14,Everybody Finds Out,No!,Phoebe
28829,39871,7,14,They All Turn Thirty,Which is fine! Because you just turned(Removes two candles from the cake)twenty-eight!,Ross
43895,58415,10,12,Phoebe`s Wedding,Right there! That`s why I`m marrying you!,Phoebe
40652,54437,9,23,In Barbados,(to Chandler) See?,Monica
35110,47382,8,18,In Massapequa,"Okay, fine! Fine! (Takes the oyster and pretends to eat it while dropping it on the floor) Mmmhmmmmm.",Phoebe
15272,24164,5,2,All The Kissing,"So, thanks for having me over! Rach. (Goes over, grabs her, and kisses her.) Pheebs. (After a moment while he decides how to kiss her around her belly, grabs her and kisses her.)",Chandler
12892,21336,4,14,Joey`s Dirty Day,Thats short for Phoebe?! I thought that was just what we called each other!,Phoebe
9834,17586,3,24,The Ultimate Fighting Champion,"Hey, umm, so listen umm, my friends were telling me a little about this ah, ultimate fighting thing and it, well it sounds really dangerous. I-I dont want you to get hurt, cause I kinda like you.",Monica
9832,17579,3,24,The Ultimate Fighting Champion,"Great! Okay, good for you! (as they leave she slaps Rachel on the butt)",Phoebe
20988,30707,6,4,Joey Loses His Insurance,"(on phone) No-no-no, thats great! Ill be there Monday. And thank you again! (Listens) Okay. (Hangs up) (To All) Umm, that was the head of the Paleontology department at N uh, Y, uh U!",Ross
3144,4213,1,18,All The Poker,"(reading): Dear Ms. Green, thank you for your inquiry, however... oh... (crumples up letter)",Phoebe
5087,11696,3,1,The Princess Leia Fantasy,Women tell each other everything. Did you know that?,Ross
43194,57580,10,9,The Birth Mother,"Oh yeah, sure. No problem.",Joey
38648,52043,9,14,The Blind Dates,Because of Emma.,Chandler
43817,58324,10,12,Phoebe`s Wedding,"I`m sorry you guys but, you know, Mike`s got his brother and his friends from school so... you know, you were-you were... if it helps you, you were next in line, you just-you just missed the cut.",Phoebe
638,793,1,3,The Thumb,Did he mention us?,Phoebe
1786,2194,1,9,Underdog Gets Away,And a crappy New Year.,Rachel
14522,23327,4,22,The Worst Best Man Ever,"What Phoebe meant to say was umm, how come youre having a party and were not invited?",Monica
12038,20312,4,10,The Girl From Poughkeepsie,Oh yeah! With who?,Chandler
24241,34452,6,18,Ross Dates A Student,I love it at Joeys!,Rachel
3543,4648,1,19,The Monkey Gets Away,"Yeah! Oh, c`mere, Marcel! Oh, Marcel, c`mere!",Phoebe
34429,46575,8,15,The Birthing Video,"Its good. Except he makes us watch the Discovery Channel all day long. Did you know that something really boring happened to someone really ugly in the Middle Ages? (to the waitress handing her a cup of coffee) Oh, thank you. Ill see you guys later.",Rachel
28658,39648,7,13,Rosita Dies,(to Marge) Excuse me! Can you tell me where I can find Earl? Hes the supply manager around here.,Phoebe
37659,50453,9,6,The Male Nanny,Hey!,Chandler
38580,51971,9,14,The Blind Dates,I was just asking `cause I need someone to watch Emma tonight.,Rachel
33802,45937,8,12,Joey Dates Rachel,You are not going to believe what I did today!,Chandler
22266,32145,6,9,Ross Got High,"(out loud, to her parents) Mom! Dad! Ross smoked pot in college!",Monica
37865,50740,9,7,Ross`s Inappropriate Song,"Isn`t that sad? I mean, can you see how pathetic that is? You shouldn`t be jealous. You should feel bad for him.",Monica
35304,47636,8,20,The Baby Shower,Hey!,Monica
10115,17963,3,25,At The Beach,"That was her idea, I just gave her a nudge.",Rachel
26384,36999,7,3,Phoebe`s Cookies,Hey! How was it?,Monica
30608,41925,7,22,Chandler`s Dad,My God!,Rachel
38467,51836,9,12,Phoebe`s Rats,"Hey Rach, so can I sing happy birthday to you now?",Joey
30658,41984,7,22,Chandler`s Dad,Im wearing his briefs right now.,Phoebe
27886,38729,7,10,The Huliday Armadillo,"Yeah, why not?",Phoebe
25017,35386,6,22,Paul`s The Man,"This would be a beautiful place to get married, yeah, but I wouldnt put the aisle there and I would never have the ceremony there! (Points to both places.) I mean youd have the ceremony under this big beautiful arch. (The arch at the entrance to the room.)",Monica
3825,5002,1,21,The Fake Monica,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",Chandler
4815,6252,2,2,The Breast Milk,Yeah. Bijan for men?,Joey
4788,6209,2,2,The Breast Milk,Carol? I was just wondering if Joey could ask you a question about breast-feeding?,Chandler
6564,13446,3,8,The Giant Poking Device,Yeah.,Chandler
34917,47116,8,17,The Tea Leaves,What he wants to buy your baby?!,Joey
32984,44919,8,8,The Stripper,"Yes. Yes, he says Im damaged goods.",Rachel
30289,41597,7,20,Rachel`s Big Kiss,"All right thats it, I give up! Whatever you want you can have it! You wanna sing a song? You wanna do a dance? You want your mom stand at the Alter and scream racial slurs? I dont care!",Monica
20070,29712,5,23,In Vegas,"Whoa, what kind of party was this?",Phoebe
37929,50855,9,8,Rachel`s Other Sister,"I know, after you left the store, I chose different ones.",Monica
2811,3518,1,15,The Stoned Guy,"Alright, I panicked, alright? She took me by surprise. You know, but it wasn`t a total loss. I mean, we ended up cuddling.",Ross
30963,42397,7,23,Chandler And Monica`s Wedding,(looking into the trash can) Sure. (Reaching into the trash can.) Do you need some floss? (Grabs a piece of it.),Phoebe
29249,40399,7,16,The Truth About London,In case it happens.,Monica
5320,11956,3,2,No One`s Ready,"No, no, no, no. Tick, tick, tick, tick.",Ross
23487,33588,6,15,"That Could Have Been, Part I & II",Youre his bitch.,Monica
43953,58483,10,12,Phoebe`s Wedding,(to Rachel) Haha! Looks like you`re not going to be in the wedding either. (Looks at Phoebe) So sorry Pheebs.,Ross
15226,24116,5,2,All The Kissing,"Oh no, you`re the best.",Rachel
41248,55194,10,1,Joey and Rachel Kiss,I guess so. I`m just... really nervous.,Joey
28022,38892,7,10,The Huliday Armadillo,(entering wearing a Superman costume) Merry Christmas!,Joey
27028,37744,7,6,The Nap Partners,Oh I know.,Phoebe
22319,32218,6,10,The Routine,"Yeah, but she also invited you and Ross. Yeah, honey, Im sorry, but I dont think that was a romantic thing.",Rachel
18244,27599,5,16,The Cop,"Oh yeah, it`s actually in my bedroom.",Chandler
8220,15494,3,16,The Morning After,No!! No!! I wanna stay. I wanna talk about this.,Ross
31107,42559,7,23,Chandler And Monica`s Wedding,"Hi! (To Mrs. Bing) Hi! (Mr. Bing starts rubbing his arm.) Hi. Has umm, anyone seen Chandler?",Ross
42527,56807,10,7,The Home Study,"Sure, I so glad we did this. It feels so good!",Phoebe
20042,29681,5,23,In Vegas,Pheebs!!,Joey
2371,2926,1,12,The Dozen Lasagnas,(pulls Monica back) ...and I really think it should be me.,Ross
32455,44220,8,5,Rachel`s Date,"You wanna, you wanna grab some coffee?",Ross
17058,26267,5,11,All The Resulutions,Everyday I am gonna do one thing that I haven`t done before. That my friends is my New Year`s resolution.,Ross
11514,19675,4,7,Chandler Crosses The Line,"After that? Yeah! No, I mean if I can help.",Phoebe
14696,23516,4,22,The Worst Best Man Ever,H-h-h-hows the duck?,Joey
14042,22795,4,20,The Wedding Dresses,Hey!,Phoebe
18032,27355,5,15,The Girl Who Hits Joey,By me?,Chandler
14573,23381,4,22,The Worst Best Man Ever,"Oh, little party favours, check it out! (Its a shirt that reads, `Ross Geller, Bachelor Bash 1998`)",Joey
39595,53151,9,18,The Lottery,They`re all in there! Even these five that I hid in my bra (takes some tickets out of her bra and gives them to Phoebe)...,Monica
2227,2760,1,12,The Dozen Lasagnas,Susan...,Ross
4866,6313,2,2,The Breast Milk,What?!,Rachel
